CIK,Company_Name,Filing_Year_End,Alignment_Similarity,Score_1_Fin,Score_1_Fin_Unbounded,Score_1_Text,Score_1_Text_Unbounded,Score_2_Fin_Velocity,Score_2_Fin_Directional,Score_2_Text_Velocity,Score_2_Text_Directional,Score_3_Decoupling_Distance,Score_3_Cosine_Dissimilarity,Score_3_Signed_Divergence
1091667,"CHARTER COMMUNICATIONS, INC. /MO/",2022,0.9756,0.936,3.0575,0.9666,3.5573,0.2136,-0.7066,0.0355,-0.0987,0.2207,0.0244,-0.4998
1091883,CIRCOR INTERNATIONAL INC,2019,0.6531,-0.9182,-1.8658,0.8257,2.2616,0.0,0.0,0.0,0.0,0.833,0.3469,-4.1274
1091883,CIRCOR INTERNATIONAL INC,2020,0.0398,-0.9539,-2.3094,0.8476,2.3714,1.0484,-0.4437,0.0302,0.1098,1.3858,0.9602,-4.6808
1091907,WORLD WRESTLING ENTERTAINMENTINC,2019,0.4101,0.9566,3.3557,0.8134,2.2057,0.0,0.0,0.0,0.0,1.0862,0.5899,1.1501
1091907,WORLD WRESTLING ENTERTAINMENTINC,2020,0.3174,0.9556,3.3392,0.488,1.3001,0.0098,-0.0165,0.181,-0.9056,1.1684,0.6826,2.0391
1091907,WORLD WRESTLING ENTERTAINMENTINC,2021,0.286,0.9568,3.3594,0.4987,1.3213,0.0519,0.0202,0.0658,0.0212,1.195,0.714,2.0381
1091907,WORLD WRESTLING ENTERTAINMENTINC,2022,0.2238,0.957,3.3636,0.0928,0.6397,0.023,0.0042,0.1403,-0.6817,1.2459,0.7762,2.7239
1092289,TRANSATLANTIC PETROLEUM LTD.,2019,0.0404,0.9406,3.1152,-0.9148,-1.8345,0.0,0.0,0.0,0.0,1.3854,0.9596,4.9497
1092570,FULLNET COMMUNICATIONS INC,2022,-0.1309,0.6296,1.6111,-0.8348,-1.3058,0.0,0.0,0.0,0.0,1.5039,1.1309,2.9168
1093691,PLUG POWER INC,2019,0.9791,-0.778,-1.0605,-0.894,-1.662,0.0,0.0,0.0,0.0,0.2043,0.0209,0.6015
1093691,PLUG POWER INC,2020,0.994,-0.7774,-1.058,-0.853,-1.4004,0.017,0.0025,0.1126,0.2616,0.1094,0.006,0.3423
1093691,PLUG POWER INC,2022,0.9956,-0.9025,-1.7287,-0.8526,-1.3984,0.1747,-0.6707,0.0212,0.002,0.094,0.0044,-0.3303
1094038,"MARKER THERAPEUTICS, INC.",2019,0.991,-0.8985,-1.6967,-0.8465,-1.3656,0.0,0.0,0.0,0.0,0.1339,0.009,-0.3311
1094084,TELKONET INC,2019,0.7799,-0.8944,-1.6652,-0.9291,-1.9772,0.0,0.0,0.0,0.0,0.6635,0.2201,0.3121
1094084,TELKONET INC,2020,0.9668,-0.9323,-2.0132,-0.9397,-2.1036,0.7582,-0.3481,0.144,-0.1264,0.2575,0.0332,0.0904
1094084,TELKONET INC,2021,0.922,-0.9264,-1.9481,-0.9434,-2.1527,0.0366,0.0652,0.1187,-0.0491,0.3949,0.078,0.2047
1095315,PFSWEB INC,2021,0.6529,-0.974,-2.746,0.31,0.9808,0.0,0.0,0.0,0.0,0.8331,0.3471,-3.7268
1095315,PFSWEB INC,2022,0.6538,-0.9724,-2.7026,0.2544,0.8902,0.0821,0.0434,0.0226,-0.0907,0.8321,0.3462,-3.5927
1096752,EDGEWELL PERSONAL CARE CO,2021,0.9933,0.9536,3.3047,0.9671,3.568,0.0,0.0,0.0,0.0,0.1158,0.0067,-0.2633
1096752,EDGEWELL PERSONAL CARE CO,2022,0.9952,0.9669,3.5641,0.9645,3.5111,0.0627,0.2594,0.0202,-0.0569,0.0981,0.0048,0.053
1096752,EDGEWELL PERSONAL CARE CO,2023,0.9899,0.964,3.5004,0.9677,3.5819,0.0586,-0.0636,0.0201,0.0708,0.1423,0.0101,-0.0815
1096938,"UNITED HEALTH PRODUCTS, INC.",2021,0.9742,-0.6482,-0.6583,-0.7572,-0.9844,0.0,0.0,0.0,0.0,0.2272,0.0258,0.3261
1096938,"UNITED HEALTH PRODUCTS, INC.",2022,0.9955,-0.7691,-1.0273,-0.7818,-1.0749,0.2254,-0.369,0.022,-0.0905,0.0946,0.0045,0.0476
1096950,"ADVANCED CONTAINER TECHNOLOGIES, INC.",2021,0.9957,-0.9032,-1.7337,-0.8745,-1.5277,0.0,0.0,0.0,0.0,0.0932,0.0043,-0.2061
1098009,AMERICA GREAT HEALTH,2023,0.7182,0.9897,4.4482,0.49,1.3041,0.0,0.0,0.0,0.0,0.7508,0.2818,3.1441
1098880,INTELGENX TECHNOLOGIES CORP.,2019,0.7519,-0.9562,-2.3491,-0.7836,-1.082,0.0,0.0,0.0,0.0,0.7045,0.2481,-1.2671
1098880,INTELGENX TECHNOLOGIES CORP.,2020,0.7391,-0.9559,-2.3447,-0.7609,-0.9976,0.0276,0.0044,0.0509,0.0844,0.7224,0.2609,-1.3471
1098880,INTELGENX TECHNOLOGIES CORP.,2021,0.756,-0.9591,-2.4011,-0.7577,-0.9861,0.0562,-0.0564,0.0345,0.0115,0.6985,0.244,-1.415
1098880,INTELGENX TECHNOLOGIES CORP.,2022,0.8254,-0.9667,-2.5588,-0.7533,-0.9707,0.1631,-0.1577,0.0137,0.0154,0.591,0.1746,-1.5881
1099132,MANHATTAN SCIENTIFICS INC,2021,0.9652,-0.9348,-2.043,-0.782,-1.0759,0.0,0.0,0.0,0.0,0.2637,0.0348,-0.967
1099132,MANHATTAN SCIENTIFICS INC,2022,0.9636,-0.934,-2.0335,-0.7877,-1.0981,0.018,0.0095,0.0076,-0.0222,0.27,0.0364,-0.9354
1099369,DESTINY MEDIA TECHNOLOGIES INC,2021,0.4952,0.92,2.8834,-0.9209,-1.8921,0.0,0.0,0.0,0.0,1.0048,0.5048,4.7756
1099369,DESTINY MEDIA TECHNOLOGIES INC,2022,0.4823,0.9287,2.9733,-0.9253,-1.9368,0.0248,0.0899,0.0459,-0.0447,1.0175,0.5177,4.9101
1099369,DESTINY MEDIA TECHNOLOGIES INC,2023,0.7703,0.5086,1.3413,-0.8996,-1.7055,0.3477,-1.632,0.1354,0.2313,0.6778,0.2297,3.0469
1101026,"ZIVO BIOSCIENCE, INC.",2020,0.993,-0.8179,-1.2258,-0.6789,-0.7407,0.0,0.0,0.0,0.0,0.1186,0.007,-0.4852
1101026,"ZIVO BIOSCIENCE, INC.",2021,0.9932,-0.8279,-1.2721,-0.7055,-0.8174,0.0374,-0.0462,0.0324,-0.0767,0.1162,0.0068,-0.4547
1101026,"ZIVO BIOSCIENCE, INC.",2022,0.9974,-0.8356,-1.3096,-0.8025,-1.1584,0.0128,-0.0375,0.0786,-0.341,0.0717,0.0026,-0.1512
1101433,QUOTEMEDIA INC,2022,0.5109,-0.7088,-0.8272,0.49,1.3041,0.0,0.0,0.0,0.0,0.989,0.4891,-2.1313
1102934,"CMC MATERIALS, INC.",2021,0.9675,0.4798,1.2841,0.8086,2.1843,0.0,0.0,0.0,0.0,0.2549,0.0325,-0.9002
1103640,"OMPHALOS, CORP",2019,0.5918,0.4582,1.2425,-0.8761,-1.5379,0.0,0.0,0.0,0.0,0.9036,0.4082,2.7804
1103795,"QS ENERGY, INC.",2019,0.9928,-0.8615,-1.4488,-0.7602,-0.9952,0.0,0.0,0.0,0.0,0.1201,0.0072,-0.4536
1103833,"CROWN EQUITY HOLDINGS, INC.",2021,0.7464,-0.8765,-1.5407,0.49,1.3041,0.0,0.0,0.0,0.0,0.7122,0.2536,-2.8448
1103982,"MONDELEZ INTERNATIONAL, INC.",2019,0.9199,0.9889,4.3888,0.9685,3.6022,0.0,0.0,0.0,0.0,0.4002,0.0801,0.7867
1103982,"MONDELEZ INTERNATIONAL, INC.",2020,0.9893,0.9759,3.8042,0.9699,3.6352,0.301,-0.5846,0.0259,0.033,0.146,0.0107,0.169
1103982,"MONDELEZ INTERNATIONAL, INC.",2021,0.9921,0.9666,3.5577,0.972,3.6899,0.0938,-0.2465,0.019,0.0547,0.1255,0.0079,-0.1322
1103982,"MONDELEZ INTERNATIONAL, INC.",2022,0.991,0.9593,3.4052,0.9717,3.683,0.0457,-0.1525,0.0083,-0.0069,0.1341,0.009,-0.2778
1104280,SANGUI BIOTECH INTERNATIONAL INC,2020,0.9768,-0.8316,-1.2897,-0.5882,-0.5123,0.0,0.0,0.0,0.0,0.2153,0.0232,-0.7774
1104280,SANGUI BIOTECH INTERNATIONAL INC,2021,0.9906,-0.8267,-1.2666,-0.6837,-0.754,0.0065,0.0231,0.086,-0.2417,0.1373,0.0094,-0.5126
1104280,SANGUI BIOTECH INTERNATIONAL INC,2022,0.9915,-0.8287,-1.2758,-0.6997,-0.8,0.0094,-0.0091,0.0139,-0.0459,0.1306,0.0085,-0.4758
1104485,"NORTHERN OIL & GAS, INC.",2020,0.9232,-0.8103,-1.1919,-0.5971,-0.5329,0.0,0.0,0.0,0.0,0.392,0.0768,-0.659
1104485,"NORTHERN OIL & GAS, INC.",2021,0.8776,-0.8248,-1.2577,-0.6343,-0.623,0.1101,-0.0658,0.0239,-0.0901,0.4947,0.1224,-0.6347
1104485,"NORTHERN OIL & GAS, INC.",2022,0.908,-0.7952,-1.1281,-0.7135,-0.8415,0.0605,0.1296,0.0495,-0.2185,0.4289,0.092,-0.2866
1106644,"CHINA PHARMA HOLDINGS, INC.",2022,0.9794,-0.945,-2.1743,-0.8935,-1.6587,0.0,0.0,0.0,0.0,0.2029,0.0206,-0.5155
1107843,"QUALYS, INC.",2019,0.788,-0.982,-3.0268,-0.527,-0.3791,0.0,0.0,0.0,0.0,0.6511,0.212,-2.6478
1108109,COMMUNITY HEALTH SYSTEMS INC,2019,0.9394,0.9813,3.9983,0.9254,2.9382,0.0,0.0,0.0,0.0,0.3482,0.0606,1.0601
1108109,COMMUNITY HEALTH SYSTEMS INC,2020,0.9749,0.9354,3.0497,0.9449,3.1731,0.2841,-0.9486,0.0566,0.2349,0.2243,0.0251,-0.1234
1108109,COMMUNITY HEALTH SYSTEMS INC,2021,0.9094,0.5811,1.4962,0.9466,3.1968,0.3367,-1.5535,0.0212,0.0237,0.4256,0.0906,-1.7006
1108109,COMMUNITY HEALTH SYSTEMS INC,2022,0.9655,0.8569,2.4224,0.9266,2.9508,0.2728,0.9262,0.0561,-0.2459,0.2626,0.0345,-0.5285
1108426,PNM RESOURCES INC,2019,0.9488,0.9847,4.1474,0.9938,4.8254,0.0,0.0,0.0,0.0,0.3199,0.0512,-0.6781
1108426,PNM RESOURCES INC,2020,0.7898,0.9391,3.0956,0.994,4.8498,0.7508,-1.0518,0.0355,0.0243,0.6483,0.2102,-1.7542
1108426,PNM RESOURCES INC,2021,0.5287,0.6109,1.5655,0.9939,4.847,0.336,-1.5301,0.0419,-0.0027,0.9709,0.4713,-3.2816
1108426,PNM RESOURCES INC,2022,0.9581,0.9933,4.776,0.9939,4.8394,0.8073,3.2105,0.0119,-0.0076,0.2894,0.0419,-0.0634
1109357,EXELON CORP,2020,0.4397,0.7318,1.8988,0.9944,4.9102,0.0,0.0,0.0,0.0,1.0586,0.5603,-3.0114
1111335,VISTEON CORP,2020,0.8768,-0.6355,-0.6259,0.7176,1.8541,0.0,0.0,0.0,0.0,0.4965,0.1232,-2.48
1111335,VISTEON CORP,2021,0.9413,0.0426,0.564,0.7763,2.054,0.2413,1.1899,0.0459,0.1999,0.3426,0.0587,-1.4899
1111335,VISTEON CORP,2022,0.9643,0.3203,0.998,0.7629,2.0048,0.0852,0.434,0.0145,-0.0491,0.2673,0.0357,-1.0069
1111741,DYNARESOURCE INC,2022,0.9724,-0.8629,-1.4567,-0.5394,-0.4051,0.0,0.0,0.0,0.0,0.2351,0.0276,-1.0516
1112920,GLOBALSCAPE INC,2019,0.5419,0.8353,2.3083,-0.9251,-1.9353,0.0,0.0,0.0,0.0,0.9571,0.4581,4.2436
1113513,"MOBILESMITH, INC.",2019,0.9952,-0.7461,-0.9463,-0.8198,-1.2345,0.0,0.0,0.0,0.0,0.0975,0.0048,0.2883
1113513,"MOBILESMITH, INC.",2020,0.9726,-0.4694,-0.264,-0.8101,-1.191,0.196,0.6823,0.023,0.0436,0.2342,0.0274,0.927
1113513,"MOBILESMITH, INC.",2021,0.9778,-0.4458,-0.2191,-0.781,-1.072,0.0792,0.0448,0.0384,0.119,0.2105,0.0222,0.8529
1124198,FLUOR CORP,2021,0.8979,0.4817,1.2879,0.9525,3.2876,0.0,0.0,0.0,0.0,0.4518,0.1021,-1.9997
1124198,FLUOR CORP,2022,0.8893,0.2159,0.8291,0.9305,2.9928,0.1113,-0.4588,0.0673,-0.2948,0.4704,0.1107,-2.1637
1124524,"CRYOPORT, INC.",2020,0.8036,-0.9598,-2.4151,-0.9698,-2.6327,0.0,0.0,0.0,0.0,0.6268,0.1964,0.2176
1124524,"CRYOPORT, INC.",2021,0.9769,-0.9524,-2.2856,-0.9747,-2.7695,0.0737,0.1295,0.4315,-0.1368,0.215,0.0231,0.4839
1124524,"CRYOPORT, INC.",2022,0.991,-0.9661,-2.5448,-0.9708,-2.66,0.1508,-0.2592,0.1354,0.1095,0.1343,0.009,0.1152
1125345,MACROGENICS INC,2019,0.9934,-0.9414,-2.125,-0.9633,-2.4837,0.0,0.0,0.0,0.0,0.1149,0.0066,0.3588
1125345,MACROGENICS INC,2020,0.9799,-0.9278,-1.964,-0.9672,-2.5703,0.0716,0.1609,0.0385,-0.0866,0.2006,0.0201,0.6063
1125345,MACROGENICS INC,2021,0.9799,-0.9346,-2.0402,-0.9704,-2.6488,0.0285,-0.0762,0.0237,-0.0785,0.2007,0.0201,0.6086
1125345,MACROGENICS INC,2022,0.9666,-0.9172,-1.857,-0.9709,-2.6613,0.0648,0.1832,0.0089,-0.0125,0.2585,0.0334,0.8044
1125376,"ENSIGN GROUP, INC",2022,0.9615,0.6186,1.584,0.9139,2.826,0.0,0.0,0.0,0.0,0.2775,0.0385,-1.2419
1125699,DAIS CORP,2022,0.9961,-0.8591,-1.4346,-0.7851,-1.0877,0.0,0.0,0.0,0.0,0.0882,0.0039,-0.3468
1126234,"LUMOS PHARMA, INC.",2021,0.9984,-0.9072,-1.7668,-0.9177,-1.8615,0.0,0.0,0.0,0.0,0.0563,0.0016,0.0947
1126234,"LUMOS PHARMA, INC.",2022,0.9979,-0.9012,-1.7178,-0.9211,-1.8942,0.0247,0.049,0.0121,-0.0327,0.0655,0.0021,0.1763
1127475,"DIGITAL BRAND MEDIA & MARKETING GROUP, INC.",2020,0.6045,-0.492,-0.3081,0.5024,1.3288,0.0,0.0,0.0,0.0,0.8894,0.3955,-1.6369
1127475,"DIGITAL BRAND MEDIA & MARKETING GROUP, INC.",2021,0.9215,-0.5323,-0.39,0.2732,0.9204,0.033,-0.0819,0.5784,-0.4084,0.3962,0.0785,-1.3104
1127475,"DIGITAL BRAND MEDIA & MARKETING GROUP, INC.",2022,0.9438,-0.5396,-0.4053,0.004,0.506,0.0051,-0.0153,0.1297,-0.4144,0.3352,0.0562,-0.9113
1127475,"DIGITAL BRAND MEDIA & MARKETING GROUP, INC.",2023,0.9502,-0.5936,-0.5249,-0.1021,0.3464,0.0306,-0.1195,0.0811,-0.1596,0.3157,0.0498,-0.8712
1128353,ENERTECK CORP,2019,0.9952,-0.7441,-0.9395,-0.8162,-1.2178,0.0,0.0,0.0,0.0,0.0985,0.0048,0.2783
1128353,ENERTECK CORP,2020,0.994,-0.7155,-0.8476,-0.8213,-1.2412,0.0209,0.0919,0.0187,-0.0233,0.1091,0.006,0.3936
1128353,ENERTECK CORP,2021,0.9899,-0.7071,-0.822,-0.8398,-1.3309,0.008,0.0256,0.0288,-0.0897,0.1423,0.0101,0.5089
1128928,FLOWERS FOODS INC,2019,0.9572,0.8178,2.2251,0.9495,3.2401,0.0,0.0,0.0,0.0,0.2927,0.0428,-1.015
1128928,FLOWERS FOODS INC,2020,0.9691,0.8522,2.3961,0.9471,3.2037,0.0492,0.1709,0.0254,-0.0364,0.2486,0.0309,-0.8076
1128928,FLOWERS FOODS INC,2021,0.9749,0.8618,2.4507,0.9382,3.0848,0.0124,0.0546,0.0308,-0.1189,0.2238,0.0251,-0.6341
1128928,FLOWERS FOODS INC,2022,0.9854,0.8789,2.5565,0.9194,2.8776,0.025,0.1058,0.0493,-0.2072,0.1709,0.0146,-0.3212
1130310,CENTERPOINT ENERGY INC,2019,0.7882,0.6402,1.6379,0.9897,4.4455,0.0,0.0,0.0,0.0,0.6509,0.2118,-2.8077
1130310,CENTERPOINT ENERGY INC,2020,0.8937,0.9342,3.0361,0.9917,4.612,0.3292,1.3982,0.0624,0.1665,0.4611,0.1063,-1.5759
1130310,CENTERPOINT ENERGY INC,2021,0.883,0.9284,2.9696,0.993,4.7389,0.0858,-0.0665,0.0487,0.1269,0.4838,0.117,-1.7693
1130310,CENTERPOINT ENERGY INC,2022,0.9261,0.9654,3.5293,0.9933,4.7761,0.13,0.5596,0.0202,0.0372,0.3844,0.0739,-1.2468
1130464,BLACK HILLS CORP /SD/,2019,0.9913,0.987,4.2714,0.9874,4.2948,0.0,0.0,0.0,0.0,0.1318,0.0087,-0.0234
1130464,BLACK HILLS CORP /SD/,2020,0.9913,0.9861,4.2206,0.9882,4.3476,0.0183,-0.0508,0.0814,0.0528,0.1319,0.0087,-0.1269
1130464,BLACK HILLS CORP /SD/,2021,0.973,0.98,3.9477,0.9915,4.5936,0.0974,-0.2729,0.0766,0.246,0.2323,0.027,-0.6459
1130464,BLACK HILLS CORP /SD/,2022,0.9625,0.9795,3.9293,0.9923,4.6711,0.0486,-0.0184,0.0323,0.0775,0.2738,0.0375,-0.7418
1130598,"ONCONOVA THERAPEUTICS, INC.",2019,0.9954,-0.9006,-1.713,-0.9348,-2.0432,0.0,0.0,0.0,0.0,0.0964,0.0046,0.3302
1131903,SPECTRAL CAPITAL CORP,2019,0.9927,-0.5752,-0.4829,-0.7023,-0.8077,0.0,0.0,0.0,0.0,0.121,0.0073,0.3248
1131903,SPECTRAL CAPITAL CORP,2020,0.9959,-0.6427,-0.644,-0.6839,-0.7546,0.0433,-0.1611,0.0133,0.0531,0.0909,0.0041,0.1105
1131903,SPECTRAL CAPITAL CORP,2021,0.9973,-0.7209,-0.8643,-0.6838,-0.7543,0.0528,-0.2203,0.0021,0.0002,0.0735,0.0027,-0.11
1131903,SPECTRAL CAPITAL CORP,2022,0.9951,-0.5735,-0.4792,-0.6908,-0.7741,0.1214,0.3852,0.0078,-0.0198,0.0988,0.0049,0.2949
1132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",2020,0.9886,0.9658,3.5386,0.9487,3.2283,0.0,0.0,0.0,0.0,0.1509,0.0114,0.3103
1132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",2021,0.9897,0.9574,3.371,0.9493,3.2375,0.0391,-0.1676,0.0086,0.0092,0.1434,0.0103,0.1335
1132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",2022,0.9854,0.9025,2.7282,0.9462,3.1911,0.1447,-0.6428,0.0138,-0.0464,0.1709,0.0146,-0.4629
1132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",2023,0.9461,0.6663,1.7062,0.9428,3.1436,0.2192,-1.022,0.0155,-0.0475,0.3284,0.0539,-1.4374
1132509,NEW MOMENTUM CORP.,2021,0.9932,-0.8512,-1.3908,-0.8307,-1.2854,0.0,0.0,0.0,0.0,0.117,0.0068,-0.1054
1133421,NORTHROP GRUMMAN CORP /DE/,2020,0.9683,0.9176,2.8606,0.9672,3.5704,0.0,0.0,0.0,0.0,0.2517,0.0317,-0.7098
1133421,NORTHROP GRUMMAN CORP /DE/,2021,0.9529,0.9048,2.7468,0.9761,3.8113,0.0467,-0.1138,0.0864,0.2408,0.3069,0.0471,-1.0644
1133421,NORTHROP GRUMMAN CORP /DE/,2022,0.9591,0.9044,2.7437,0.9736,3.7363,0.0216,-0.0031,0.0659,-0.075,0.286,0.0409,-0.9926
1133869,"CAPRICOR THERAPEUTICS, INC.",2019,0.7289,-0.9454,-2.1799,-0.8769,-1.5435,0.0,0.0,0.0,0.0,0.7363,0.2711,-0.6364
1133869,"CAPRICOR THERAPEUTICS, INC.",2020,0.9612,-0.9614,-2.4459,-0.8833,-1.5859,0.5373,-0.266,0.0154,-0.0424,0.2786,0.0388,-0.8601
1133869,"CAPRICOR THERAPEUTICS, INC.",2021,0.9917,-0.9317,-2.0065,-0.8869,-1.6109,0.1663,0.4395,0.0309,-0.025,0.1285,0.0083,-0.3956
1133869,"CAPRICOR THERAPEUTICS, INC.",2022,0.9955,-0.9201,-1.8849,-0.8961,-1.6778,0.0412,0.1215,0.0295,-0.0669,0.0954,0.0045,-0.2071
1135185,ATLAS AIR WORLDWIDE HOLDINGS INC,2019,0.9639,0.4453,1.2182,0.8018,2.1553,0.0,0.0,0.0,0.0,0.2686,0.0361,-0.9371
1135185,ATLAS AIR WORLDWIDE HOLDINGS INC,2020,0.9815,0.9139,2.8256,0.785,2.0875,0.3542,1.6074,0.0178,-0.0677,0.1926,0.0185,0.7381
1135185,ATLAS AIR WORLDWIDE HOLDINGS INC,2021,0.9855,0.8779,2.5498,0.7505,1.9613,0.0628,-0.2759,0.0271,-0.1262,0.1701,0.0145,0.5885
1135185,ATLAS AIR WORLDWIDE HOLDINGS INC,2022,0.966,0.9251,2.9354,0.6952,1.7868,0.1111,0.3856,0.0378,-0.1745,0.2609,0.034,1.1486
1137091,"POWER SOLUTIONS INTERNATIONAL, INC.",2016,0.9441,-0.882,-1.5774,-0.4002,-0.1358,0.0,0.0,0.0,0.0,0.3342,0.0559,-1.4415
1138118,"CBRE GROUP, INC.",2019,0.6567,0.9912,4.5682,0.8797,2.5614,0.0,0.0,0.0,0.0,0.8286,0.3433,2.0068
1138118,"CBRE GROUP, INC.",2020,0.7448,0.9925,4.6903,0.8837,2.5883,0.1509,0.1221,0.0257,0.0269,0.7144,0.2552,2.1019
1138118,"CBRE GROUP, INC.",2021,0.9097,0.9878,4.319,0.8782,2.5516,0.3636,-0.3713,0.026,-0.0368,0.4249,0.0903,1.7674
1138118,"CBRE GROUP, INC.",2022,0.9652,0.5641,1.4583,0.8727,2.5168,0.6697,-2.8607,0.0213,-0.0348,0.2637,0.0348,-1.0585
1138476,PACIFIC HEALTH CARE ORGANIZATION INC,2019,0.3785,0.2701,0.9154,0.1586,0.7399,0.0,0.0,0.0,0.0,1.1149,0.6215,0.1755
1138476,PACIFIC HEALTH CARE ORGANIZATION INC,2020,0.297,0.3223,1.0014,0.1599,0.742,0.0435,0.0859,0.0745,0.002,1.1858,0.703,0.2594
1138476,PACIFIC HEALTH CARE ORGANIZATION INC,2021,0.3015,-0.1963,0.2017,0.1316,0.6985,0.2117,-0.7997,0.1512,-0.0435,1.1819,0.6985,-0.4968
1138476,PACIFIC HEALTH CARE ORGANIZATION INC,2022,0.1641,0.8065,2.1755,0.2065,0.8143,0.426,1.9738,0.0362,0.1158,1.293,0.8359,1.3612
1138608,"BLOOMIOS, INC.",2022,0.628,-0.9144,-1.8305,-0.6852,-0.7583,0.0,0.0,0.0,0.0,0.8626,0.372,-1.0723
1138724,"GLOBAL ARENA HOLDING, INC.",2019,0.9908,-0.8508,-1.3884,-0.7793,-1.0654,0.0,0.0,0.0,0.0,0.1354,0.0092,-0.323
1138724,"GLOBAL ARENA HOLDING, INC.",2020,0.8479,-0.5359,-0.3976,-0.7731,-1.0418,0.4828,0.9908,0.0057,0.0236,0.5515,0.1521,0.6442
1138724,"GLOBAL ARENA HOLDING, INC.",2021,0.9969,-0.785,-1.0875,-0.7819,-1.0752,0.5219,-0.6898,0.0169,-0.0334,0.0788,0.0031,-0.0122
1138724,"GLOBAL ARENA HOLDING, INC.",2022,0.9973,-0.7869,-1.0948,-0.8032,-1.1612,0.0045,-0.0073,0.0212,-0.086,0.0734,0.0027,0.0664
1140102,"HIREQUEST, INC.",2020,0.9578,-0.6146,-0.5745,-0.2405,0.132,0.0,0.0,0.0,0.0,0.2905,0.0422,-0.7064
1140102,"HIREQUEST, INC.",2021,0.8126,0.8494,2.3808,0.0086,0.5129,0.574,2.9553,0.2781,0.3809,0.6122,0.1874,1.868
1140102,"HIREQUEST, INC.",2022,0.353,0.9382,3.0842,0.5618,1.4531,0.1947,0.7034,0.8502,0.9403,1.1375,0.647,1.6311
1140859,AMERISOURCEBERGEN CORP,2020,0.9853,0.976,3.807,0.9711,3.6663,0.0,0.0,0.0,0.0,0.1716,0.0147,0.1407
1141197,PEDEVCO CORP,2021,0.4603,0.6391,1.6349,0.6568,1.6807,0.0,0.0,0.0,0.0,1.0389,0.5397,-0.0458
1141197,PEDEVCO CORP,2022,0.693,0.8257,2.2615,-0.4894,-0.3028,0.1507,0.6267,0.6501,-1.9835,0.7836,0.307,2.5644
1144519,BUNGELTD,2022,-0.1666,-0.801,-1.1519,0.8529,2.3999,0.0,0.0,0.0,0.0,1.5275,1.1666,-3.5518
1144980,ASBURY AUTOMOTIVE GROUP INC,2019,0.9872,0.9507,3.2584,0.9732,3.7239,0.0,0.0,0.0,0.0,0.1599,0.0128,-0.4655
1144980,ASBURY AUTOMOTIVE GROUP INC,2020,0.9914,0.9562,3.3491,0.9749,3.7742,0.0599,0.0906,0.0201,0.0503,0.1309,0.0086,-0.4251
1144980,ASBURY AUTOMOTIVE GROUP INC,2021,0.9603,0.8885,2.6222,0.9747,3.7692,0.1703,-0.7269,0.0134,-0.005,0.2819,0.0397,-1.147
1144980,ASBURY AUTOMOTIVE GROUP INC,2022,0.9614,0.8805,2.5667,0.9717,3.6838,0.0248,-0.0555,0.0239,-0.0854,0.2779,0.0386,-1.1171
1145197,INSULET CORP,2022,0.4646,0.9083,2.7763,-0.9565,-2.3548,0.0,0.0,0.0,0.0,1.0348,0.5354,5.1311
1156174,LAKE AREA CORN PROCESSORS LLC,2019,0.9931,0.9805,3.9669,0.9869,4.2665,0.0,0.0,0.0,0.0,0.1175,0.0069,-0.2995
1156174,LAKE AREA CORN PROCESSORS LLC,2020,0.9938,0.9828,4.0598,0.9874,4.2939,0.0418,0.0929,0.0212,0.0274,0.1112,0.0062,-0.2341
1156174,LAKE AREA CORN PROCESSORS LLC,2021,0.9671,0.9681,3.591,0.9881,4.3385,0.1612,-0.4688,0.0263,0.0447,0.2564,0.0329,-0.7476
1156174,LAKE AREA CORN PROCESSORS LLC,2022,0.9327,0.9465,3.1952,0.9881,4.3412,0.1224,-0.3958,0.0083,0.0026,0.3669,0.0673,-1.146
1156375,CME GROUP INC.,2021,0.7112,0.9776,3.8599,0.9862,4.2292,0.0,0.0,0.0,0.0,0.76,0.2888,-0.3693
1156375,CME GROUP INC.,2022,0.9715,0.9638,3.4944,0.9879,4.3276,0.8775,-0.3655,0.0286,0.0984,0.2388,0.0285,-0.8333
1157762,CHINA AUTOMOTIVE SYSTEMS INC,2019,0.8916,-0.9479,-2.2161,-0.6358,-0.6268,0.0,0.0,0.0,0.0,0.4656,0.1084,-1.5894
1157762,CHINA AUTOMOTIVE SYSTEMS INC,2020,0.8791,-0.8712,-1.5069,-0.6481,-0.658,0.5071,0.7092,0.0452,-0.0312,0.4918,0.1209,-0.8489
1157762,CHINA AUTOMOTIVE SYSTEMS INC,2021,0.9256,-0.4433,-0.2146,-0.7369,-0.9155,0.378,1.2923,0.0638,-0.2576,0.3857,0.0744,0.701
1157762,CHINA AUTOMOTIVE SYSTEMS INC,2022,0.9141,-0.2358,0.1395,-0.7707,-1.033,0.0815,0.3541,0.065,-0.1174,0.4145,0.0859,1.1725
1159167,IROBOT CORP,2019,0.7978,0.7705,2.0323,-0.7771,-1.057,0.0,0.0,0.0,0.0,0.6359,0.2022,3.0894
