CIK,Company_Name,Filing_Year_End,Alignment_Similarity,Score_1_Fin,Score_1_Fin_Unbounded,Score_1_Text,Score_1_Text_Unbounded,Score_2_Fin_Velocity,Score_2_Fin_Directional,Score_2_Text_Velocity,Score_2_Text_Directional,Score_3_Decoupling_Distance,Score_3_Cosine_Dissimilarity,Score_3_Signed_Divergence
52827,RAYONIER INC,2022,0.9788,0.9214,2.8975,0.8263,2.2646,0.0263,-0.0878,0.0268,-0.0759,0.2057,0.0212,0.6329
54381,KAMAN CORP,2019,0.9849,0.9469,3.2019,0.8739,2.5243,0.0,0.0,0.0,0.0,0.1737,0.0151,0.6777
54381,KAMAN CORP,2020,0.9907,0.9413,3.1236,0.8729,2.5179,0.0656,-0.0783,0.0256,-0.0064,0.1361,0.0093,0.6058
54381,KAMAN CORP,2021,0.9816,0.9375,3.0754,0.8212,2.2406,0.0375,-0.0482,0.0611,-0.2772,0.1919,0.0184,0.8348
54381,KAMAN CORP,2022,0.9622,0.9517,3.2743,0.7741,2.0456,0.0496,0.1989,0.0431,-0.1951,0.2751,0.0378,1.2287
54480,KANSAS CITY SOUTHERN,2019,0.9387,0.9783,3.8834,0.9373,3.0727,0.0,0.0,0.0,0.0,0.3502,0.0613,0.8107
54480,KANSAS CITY SOUTHERN,2020,0.9935,0.9343,3.0364,0.9549,3.3263,0.381,-0.847,0.0638,0.2536,0.1144,0.0065,-0.2899
54480,KANSAS CITY SOUTHERN,2021,0.991,0.9305,2.9931,0.9576,3.3741,0.0105,-0.0433,0.0253,0.0478,0.1343,0.009,-0.381
54480,KANSAS CITY SOUTHERN,2022,0.9798,0.8918,2.6458,0.9586,3.3924,0.0761,-0.3473,0.0271,0.0183,0.2009,0.0202,-0.7466
55067,KELLOGG CO,2022,0.2293,0.7586,1.9895,0.9762,3.8144,0.0,0.0,0.0,0.0,1.2416,0.7707,-1.825
55242,KENNAMETAL INC,2021,0.9807,0.9564,3.3537,0.9417,3.1296,0.0,0.0,0.0,0.0,0.1963,0.0193,0.2241
55242,KENNAMETAL INC,2022,0.9874,0.9593,3.4049,0.9451,3.1753,0.052,0.0513,0.0161,0.0457,0.1585,0.0126,0.2296
55242,KENNAMETAL INC,2023,0.9499,0.7772,2.0574,0.9596,3.4109,0.3482,-1.3475,0.0548,0.2355,0.3165,0.0501,-1.3534
55785,KIMBERLY CLARK CORP,2020,0.6965,0.3394,1.0301,0.988,4.3346,0.0,0.0,0.0,0.0,0.779,0.3035,-3.3046
55785,KIMBERLY CLARK CORP,2021,0.8201,0.7673,2.0207,0.9874,4.2981,0.2009,0.9906,0.0186,-0.0365,0.5998,0.1799,-2.2774
55785,KIMBERLY CLARK CORP,2022,0.8693,0.8324,2.2937,0.9856,4.1928,0.0572,0.2731,0.0397,-0.1053,0.5113,0.1307,-1.899
56868,PRIMEENERGY RESOURCES CORP,2019,0.8136,0.821,2.2396,-0.7143,-0.8439,0.0,0.0,0.0,0.0,0.6107,0.1864,3.0835
56868,PRIMEENERGY RESOURCES CORP,2020,0.7987,0.857,2.4228,-0.695,-0.7863,0.0528,0.1832,0.0208,0.0576,0.6345,0.2013,3.2091
56868,PRIMEENERGY RESOURCES CORP,2021,0.739,0.9164,2.8492,-0.6975,-0.7936,0.1013,0.4264,0.0085,-0.0073,0.7225,0.261,3.6428
56868,PRIMEENERGY RESOURCES CORP,2022,0.6823,0.9403,3.111,-0.7404,-0.9269,0.0663,0.2619,0.0312,-0.1333,0.7972,0.3177,4.038
56978,KULICKE & SOFFA INDUSTRIES INC,2020,0.9394,0.2261,0.8452,0.8127,2.2022,0.0,0.0,0.0,0.0,0.3483,0.0606,-1.357
56978,KULICKE & SOFFA INDUSTRIES INC,2021,0.9638,0.3815,1.1027,0.6125,1.5695,0.0831,0.2575,0.1327,-0.6327,0.2692,0.0362,-0.4668
56978,KULICKE & SOFFA INDUSTRIES INC,2022,0.9316,-0.4351,-0.1992,0.3513,1.0504,0.2608,-1.3019,0.1117,-0.5191,0.3699,0.0684,-1.2495
56978,KULICKE & SOFFA INDUSTRIES INC,2023,0.5164,-0.9743,-2.7574,0.4615,1.2488,0.8373,-2.5583,0.0445,0.1985,0.9835,0.4836,-4.0063
57131,LA-Z-BOY INC,2020,0.6036,0.9768,3.8323,0.9401,3.1081,0.0,0.0,0.0,0.0,0.8904,0.3964,0.7241
57131,LA-Z-BOY INC,2021,0.6096,0.9851,4.1709,0.935,3.0454,0.1397,0.3386,0.0194,-0.0628,0.8836,0.3904,1.1255
57131,LA-Z-BOY INC,2022,0.581,0.9851,4.1705,0.9348,3.0425,0.0694,-0.0004,0.0189,-0.0029,0.9154,0.419,1.1279
57131,LA-Z-BOY INC,2023,0.9714,0.814,2.2081,0.9432,3.149,1.0912,-1.9624,0.0252,0.1064,0.2392,0.0286,-0.9409
60519,LOUISIANA-PACIFIC CORP,2019,0.993,0.9548,3.3252,0.9318,3.0083,0.0,0.0,0.0,0.0,0.118,0.007,0.3169
60519,LOUISIANA-PACIFIC CORP,2020,0.9901,0.9572,3.3677,0.9227,2.9098,0.0327,0.0425,0.0316,-0.0985,0.1409,0.0099,0.4578
60519,LOUISIANA-PACIFIC CORP,2021,0.988,0.9581,3.3826,0.9139,2.8259,0.0434,0.0149,0.0308,-0.084,0.1548,0.012,0.5567
60519,LOUISIANA-PACIFIC CORP,2022,0.9811,0.9535,3.3027,0.8751,2.5315,0.0285,-0.08,0.0681,-0.2943,0.1945,0.0189,0.7711
62234,MARCUS CORP,2019,0.0755,0.9387,3.0899,-0.6899,-0.7717,0.0,0.0,0.0,0.0,1.3598,0.9245,3.8616
62234,MARCUS CORP,2020,0.8631,0.6254,1.6008,-0.6889,-0.7687,1.3497,-1.4892,0.0044,0.003,0.5233,0.1369,2.3695
62234,MARCUS CORP,2021,0.8567,0.3199,0.9972,-0.6886,-0.7679,0.2205,-0.6036,0.0049,0.0009,0.5353,0.1433,1.7651
62234,MARCUS CORP,2022,0.8914,-0.0715,0.3926,-0.5652,-0.4608,0.1374,-0.6046,0.0828,0.3071,0.4661,0.1086,0.8534
63330,MAUI LAND & PINEAPPLE CO INC,2022,0.7372,-0.8682,-1.4883,0.7416,1.931,0.0,0.0,0.0,0.0,0.725,0.2628,-3.4194
63908,MCDONALDS CORP,2019,0.9804,0.9672,3.5715,0.9794,3.925,0.0,0.0,0.0,0.0,0.198,0.0196,-0.3535
63908,MCDONALDS CORP,2020,0.9738,0.9605,3.4285,0.981,3.9855,0.0414,-0.143,0.0586,0.0604,0.2288,0.0262,-0.557
63908,MCDONALDS CORP,2021,0.9655,0.9609,3.4356,0.9775,3.8558,0.0133,0.0071,0.0895,-0.1297,0.2626,0.0345,-0.4202
63908,MCDONALDS CORP,2022,0.5554,0.9465,3.1957,0.6539,1.6731,0.0665,-0.2398,0.7743,-2.1827,0.943,0.4446,1.5227
64803,CVS HEALTH CORP,2020,0.9683,0.952,3.2785,0.9836,4.0984,0.0,0.0,0.0,0.0,0.2517,0.0317,-0.8199
64803,CVS HEALTH CORP,2021,0.9654,0.8938,2.6609,0.9705,3.6505,0.1607,-0.6177,0.1671,-0.448,0.263,0.0346,-0.9896
64803,CVS HEALTH CORP,2022,0.9797,0.8707,2.5039,0.9521,3.2815,0.0335,-0.157,0.109,-0.369,0.2013,0.0203,-0.7776
65312,"EVI INDUSTRIES, INC.",2021,0.9828,0.9011,2.7169,0.8982,2.694,0.0,0.0,0.0,0.0,0.1853,0.0172,0.0229
65312,"EVI INDUSTRIES, INC.",2022,0.9851,0.9046,2.7455,0.8557,2.4156,0.0106,0.0286,0.0703,-0.2784,0.1728,0.0149,0.3299
65596,SIEBERT FINANCIAL CORP,2021,0.4452,0.9569,3.3621,0.49,1.3041,0.0,0.0,0.0,0.0,1.0534,0.5548,2.0581
65596,SIEBERT FINANCIAL CORP,2022,0.4458,0.9519,3.2781,0.49,1.3041,0.0245,-0.084,0.0,0.0,1.0528,0.5542,1.9741
65759,MICROPAC INDUSTRIES INC,2021,0.5415,0.7841,2.0841,0.9397,3.1036,0.0,0.0,0.0,0.0,0.9576,0.4585,-1.0195
65770,"MICROVISION, INC.",2019,0.9897,-0.9528,-2.2927,-0.9372,-2.0721,0.0,0.0,0.0,0.0,0.1432,0.0103,-0.2207
65770,"MICROVISION, INC.",2020,0.9856,-0.9576,-2.3741,-0.9323,-2.0138,0.0293,-0.0813,0.0203,0.0583,0.1699,0.0144,-0.3603
65770,"MICROVISION, INC.",2021,0.9912,-0.9453,-2.1792,-0.9138,-1.8255,0.0995,0.1949,0.0595,0.1883,0.1325,0.0088,-0.3537
65770,"MICROVISION, INC.",2022,0.9588,-0.961,-2.4388,-0.9107,-1.7974,0.1554,-0.2596,0.0134,0.0281,0.2871,0.0412,-0.6413
66570,MSA SAFETY INC,2019,-0.0991,-0.7913,-1.1123,0.5461,1.4192,0.0,0.0,0.0,0.0,1.4826,1.0991,-2.5316
66570,MSA SAFETY INC,2020,0.975,0.9119,2.808,0.6926,1.7794,1.5669,3.9204,0.0773,0.3602,0.2236,0.025,1.0286
66740,3M CO,2021,0.9483,0.9472,3.2053,0.9862,4.2254,0.0,0.0,0.0,0.0,0.3215,0.0517,-1.0201
66740,3M CO,2022,0.8468,0.7662,2.0166,0.9839,4.1124,0.274,-1.1887,0.0374,-0.113,0.5535,0.1532,-2.0958
66756,ALLETE INC,2019,0.1958,0.9748,3.7718,-0.4178,-0.1675,0.0,0.0,0.0,0.0,1.2683,0.8042,3.9393
66756,ALLETE INC,2020,0.4417,-0.8464,-1.3651,-0.3992,-0.134,0.9967,-5.1369,0.0109,0.0335,1.0567,0.5583,-1.2311
66756,ALLETE INC,2021,0.2743,-0.7265,-0.8818,-0.4111,-0.1553,0.2492,0.4834,0.0427,-0.0213,1.2047,0.7257,-0.7264
66756,ALLETE INC,2022,0.1077,-0.069,0.3964,-0.5842,-0.5033,0.2768,1.2781,0.0891,-0.348,1.3359,0.8923,0.8997
67716,MDU RESOURCES GROUP INC,2019,0.9004,0.864,2.4634,0.9828,4.0599,0.0,0.0,0.0,0.0,0.4463,0.0996,-1.5966
67716,MDU RESOURCES GROUP INC,2020,0.9432,0.9365,3.063,0.984,4.1137,0.1392,0.5996,0.0223,0.0537,0.3372,0.0568,-1.0507
67716,MDU RESOURCES GROUP INC,2021,0.9015,0.8641,2.4637,0.9829,4.0656,0.1347,-0.5992,0.0194,-0.048,0.4439,0.0985,-1.6019
67716,MDU RESOURCES GROUP INC,2022,0.9369,0.913,2.818,0.9799,3.9435,0.1618,0.3543,0.0413,-0.1221,0.3553,0.0631,-1.1255
67887,MOOG INC.,2020,0.9119,0.9898,4.4574,0.9287,2.9737,0.0,0.0,0.0,0.0,0.4197,0.0881,1.4837
67887,MOOG INC.,2021,0.8611,-0.1117,0.3317,0.9126,2.8143,0.9431,-4.1258,0.0375,-0.1595,0.527,0.1389,-2.4826
67887,MOOG INC.,2022,0.9299,0.3838,1.1068,0.9036,2.7373,0.1515,0.7751,0.0334,-0.0769,0.3743,0.0701,-1.6306
67887,MOOG INC.,2023,0.9895,0.8507,2.3878,0.9243,2.9264,0.2758,1.281,0.0415,0.1891,0.1449,0.0105,-0.5386
69891,NATIONAL BEVERAGE CORP,2020,0.9779,0.9261,2.945,0.848,2.3735,0.0,0.0,0.0,0.0,0.21,0.0221,0.5715
69891,NATIONAL BEVERAGE CORP,2021,0.9805,0.8791,2.5575,0.8066,2.1757,0.0838,-0.3876,0.0442,-0.1978,0.1975,0.0195,0.3818
69891,NATIONAL BEVERAGE CORP,2022,0.9359,0.9333,3.0255,0.5045,1.3329,0.1046,0.468,0.2166,-0.8428,0.3579,0.0641,1.6925
69891,NATIONAL BEVERAGE CORP,2023,0.8928,0.937,3.0699,0.2168,0.8304,0.0194,0.0445,0.1347,-0.5025,0.463,0.1072,2.2395
71557,"NUVERA COMMUNICATIONS, INC.",2019,0.8609,0.8966,2.6818,0.9866,4.2507,0.0,0.0,0.0,0.0,0.5275,0.1391,-1.5689
71557,"NUVERA COMMUNICATIONS, INC.",2020,0.962,0.9258,2.942,0.9748,3.7718,0.0649,0.2602,0.2032,-0.4789,0.2757,0.038,-0.8298
71557,"NUVERA COMMUNICATIONS, INC.",2021,0.9481,0.9313,3.0024,0.9809,3.9812,0.0145,0.0604,0.0676,0.2093,0.3221,0.0519,-0.9787
71557,"NUVERA COMMUNICATIONS, INC.",2022,0.9704,0.9407,3.116,0.9749,3.7752,0.0266,0.1135,0.0628,-0.2059,0.2433,0.0296,-0.6593
71691,NEW YORK TIMES CO,2020,0.4609,0.9742,3.7521,0.9463,3.1924,0.0,0.0,0.0,0.0,1.0384,0.5391,0.5597
72205,NOBILITY HOMES INC,2019,0.7548,0.879,2.5567,0.9922,4.6609,0.0,0.0,0.0,0.0,0.7002,0.2452,-2.1042
72205,NOBILITY HOMES INC,2020,0.7614,0.871,2.506,0.9918,4.6173,0.016,-0.0507,0.0356,-0.0436,0.6908,0.2386,-2.1113
72205,NOBILITY HOMES INC,2021,0.8355,0.9174,2.8583,0.9905,4.508,0.0766,0.3523,0.0677,-0.1094,0.5735,0.1645,-1.6497
72205,NOBILITY HOMES INC,2022,0.8682,0.8878,2.6171,0.9866,4.2503,0.0535,-0.2412,0.1083,-0.2576,0.5134,0.1318,-1.6333
72333,NORDSTROM INC,2020,0.9182,0.8129,2.2032,0.9777,3.8638,0.0,0.0,0.0,0.0,0.4045,0.0818,-1.6605
72333,NORDSTROM INC,2021,0.9192,0.8293,2.2789,0.9792,3.9165,0.0185,0.0757,0.0255,0.0528,0.4021,0.0808,-1.6376
72333,NORDSTROM INC,2022,0.936,0.8574,2.4254,0.9767,3.8304,0.0306,0.1465,0.0334,-0.0861,0.3578,0.064,-1.405
72333,NORDSTROM INC,2023,0.9467,0.8869,2.6108,0.973,3.7193,0.0405,0.1854,0.0787,-0.1111,0.3266,0.0533,-1.1084
72741,EVERSOURCE ENERGY,2019,0.9416,0.9537,3.3075,0.9908,4.536,0.0,0.0,0.0,0.0,0.3418,0.0584,-1.2285
72741,EVERSOURCE ENERGY,2020,0.9413,0.9655,3.5312,0.9918,4.6231,0.0884,0.2237,0.0335,0.0872,0.3425,0.0587,-1.0919
72741,EVERSOURCE ENERGY,2021,0.9237,0.9603,3.4254,0.9923,4.6708,0.0554,-0.1058,0.0187,0.0477,0.3908,0.0763,-1.2454
72741,EVERSOURCE ENERGY,2022,0.9153,0.9574,3.3708,0.9923,4.6705,0.0491,-0.0546,0.0103,-0.0003,0.4117,0.0847,-1.2997
73088,NORTHWESTERN CORP,2019,0.8737,0.8291,2.2778,0.9853,4.1783,0.0,0.0,0.0,0.0,0.5027,0.1263,-1.9004
73088,NORTHWESTERN CORP,2020,0.9695,0.9643,3.5051,0.9866,4.2476,0.3053,1.2273,0.0269,0.0694,0.247,0.0305,-0.7425
73088,NORTHWESTERN CORP,2021,0.9889,0.9862,4.226,0.9866,4.2486,0.2632,0.7209,0.0128,0.001,0.149,0.0111,-0.0226
73088,NORTHWESTERN CORP,2022,0.9865,0.9804,3.9625,0.9877,4.3113,0.0841,-0.2635,0.0194,0.0627,0.1644,0.0135,-0.3488
74145,OKLAHOMA GAS & ELECTRIC CO,2019,0.6767,0.7075,1.8233,0.9933,4.7718,0.0,0.0,0.0,0.0,0.8041,0.3233,-2.9485
75208,OVERSEAS SHIPHOLDING GROUP INC,2019,0.9516,0.9364,3.0617,0.9838,4.1036,0.0,0.0,0.0,0.0,0.3111,0.0484,-1.0419
75340,P&F INDUSTRIES INC,2019,0.8109,0.8568,2.4217,0.9715,3.677,0.0,0.0,0.0,0.0,0.615,0.1891,-1.2554
75340,P&F INDUSTRIES INC,2020,0.823,0.9337,3.0301,0.9795,3.9283,0.1481,0.6084,0.113,0.2512,0.5949,0.177,-0.8982
75340,P&F INDUSTRIES INC,2021,0.762,0.9203,2.8866,0.9592,3.4035,0.0492,-0.1435,0.1534,-0.5247,0.6899,0.238,-0.5169
75340,P&F INDUSTRIES INC,2022,0.5965,0.9276,2.9618,0.9218,2.9016,0.0308,0.0751,0.2765,-0.5019,0.8984,0.4035,0.0602
77476,PEPSICO INC,2019,0.9146,0.9624,3.4666,0.9923,4.6682,0.0,0.0,0.0,0.0,0.4134,0.0854,-1.2016
77476,PEPSICO INC,2020,0.8968,0.9543,3.3166,0.9923,4.6715,0.0453,-0.15,0.0027,0.0033,0.4544,0.1032,-1.3549
77476,PEPSICO INC,2021,0.8912,0.9479,3.2159,0.9923,4.6678,0.0372,-0.1007,0.0032,-0.0037,0.4665,0.1088,-1.4519
77476,PEPSICO INC,2022,0.8787,0.9386,3.0894,0.9922,4.6612,0.0316,-0.1265,0.0033,-0.0066,0.4926,0.1213,-1.5717
77877,"PDC ENERGY, INC.",2020,0.7689,0.9044,2.7441,-0.6599,-0.6889,0.0,0.0,0.0,0.0,0.6799,0.2311,3.433
77877,"PDC ENERGY, INC.",2021,0.8333,0.8123,2.2004,-0.6637,-0.699,0.1206,-0.5436,0.029,-0.0101,0.5774,0.1667,2.8994
77877,"PDC ENERGY, INC.",2022,0.7675,0.9055,2.7533,-0.6569,-0.681,0.1193,0.5528,0.0155,0.018,0.682,0.2325,3.4342
78128,"ESSENTIAL UTILITIES, INC.",2020,0.9452,0.9771,3.8453,0.9941,4.872,0.0,0.0,0.0,0.0,0.331,0.0548,-1.0267
78128,"ESSENTIAL UTILITIES, INC.",2021,0.9392,0.9728,3.7133,0.9939,4.8481,0.0403,-0.132,0.0175,-0.024,0.3487,0.0608,-1.1347
78128,"ESSENTIAL UTILITIES, INC.",2022,0.9532,0.9726,3.7072,0.9928,4.7222,0.0571,-0.0062,0.0554,-0.1259,0.3058,0.0468,-1.015
78239,PVH CORP. /DE/,2020,0.9167,0.9281,2.967,0.9872,4.2856,0.0,0.0,0.0,0.0,0.4081,0.0833,-1.3186
78239,PVH CORP. /DE/,2021,0.9623,0.9684,3.5977,0.986,4.2187,0.1536,0.6308,0.0288,-0.0669,0.2745,0.0377,-0.621
78239,PVH CORP. /DE/,2022,0.9683,0.9642,3.5037,0.9841,4.1177,0.0356,-0.0941,0.0365,-0.1011,0.2519,0.0317,-0.614
78239,PVH CORP. /DE/,2023,0.9913,0.9766,3.8273,0.9801,3.9506,0.1224,0.3236,0.0516,-0.167,0.1321,0.0087,-0.1234
78814,PITNEY BOWES INC /DE/,2019,-0.1914,-0.9044,-1.7436,0.9064,2.7603,0.0,0.0,0.0,0.0,1.5436,1.1914,-4.504
78814,PITNEY BOWES INC /DE/,2020,0.9579,0.98,3.9445,0.9127,2.8153,1.583,5.6881,0.0268,0.055,0.2902,0.0421,1.1291
78814,PITNEY BOWES INC /DE/,2021,0.8807,0.8751,2.5319,0.9136,2.8231,0.6157,-1.4126,0.016,0.0078,0.4884,0.1193,-0.2912
78814,PITNEY BOWES INC /DE/,2022,0.9068,0.9013,2.719,0.9102,2.7928,0.0969,0.1871,0.0151,-0.0302,0.4317,0.0932,-0.0739
79282,"BROWN & BROWN, INC.",2019,0.9093,0.9716,3.6796,0.7415,1.9306,0.0,0.0,0.0,0.0,0.4258,0.0907,1.749
79282,"BROWN & BROWN, INC.",2020,0.9341,0.9664,3.5523,0.7818,2.0748,0.0349,-0.1273,0.0365,0.1443,0.363,0.0659,1.4774
79282,"BROWN & BROWN, INC.",2021,0.9556,0.9611,3.4405,0.7793,2.0652,0.1608,-0.1118,0.021,-0.0096,0.2979,0.0444,1.3752
79282,"BROWN & BROWN, INC.",2022,0.9181,0.9733,3.7258,0.7472,1.9499,0.1277,0.2853,0.0294,-0.1153,0.4048,0.0819,1.7759
80172,NATIONAL PRESTO INDUSTRIES INC,2021,0.4536,0.9547,3.3231,0.9465,3.1955,0.0,0.0,0.0,0.0,1.0454,0.5464,0.1276
81061,PUBLIX SUPER MARKETS INC,2019,0.9804,0.9588,3.3959,0.9034,2.7359,0.0,0.0,0.0,0.0,0.198,0.0196,0.66
81061,PUBLIX SUPER MARKETS INC,2020,0.9881,0.9599,3.4172,0.9284,2.9702,0.0095,0.0213,0.0614,0.2342,0.1546,0.0119,0.447
81061,PUBLIX SUPER MARKETS INC,2021,0.9938,0.9603,3.4255,0.9485,3.2242,0.0125,0.0082,0.0728,0.2541,0.1114,0.0062,0.2012
81061,PUBLIX SUPER MARKETS INC,2022,0.9912,0.9652,3.5242,0.9518,3.276,0.0475,0.0987,0.0201,0.0518,0.1329,0.0088,0.2482
83350,RESERVE PETROLEUM CO,2022,0.805,-0.7421,-0.9326,0.49,1.3041,0.0,0.0,0.0,0.0,0.6246,0.195,-2.2367
84129,RITE AID CORP,2020,-0.0319,-0.9356,-2.0524,0.9491,3.2346,0.0,0.0,0.0,0.0,1.4366,1.0319,-5.2869
84129,RITE AID CORP,2021,0.379,-0.9584,-2.3893,0.9455,3.181,0.7703,-0.337,0.021,-0.0536,1.1145,0.621,-5.5703
84129,RITE AID CORP,2022,0.0493,-0.9732,-2.7254,0.9456,3.1829,0.5091,-0.336,0.0077,0.0019,1.3789,0.9507,-5.9082
84129,RITE AID CORP,2023,-0.1833,-0.9307,-1.9958,0.9478,3.214,0.4412,0.7295,0.0098,0.0311,1.5383,1.1833,-5.2098
85961,RYDER SYSTEM INC,2021,0.7176,0.3708,1.084,0.9886,4.3687,0.0,0.0,0.0,0.0,0.7515,0.2824,-3.2847
85961,RYDER SYSTEM INC,2022,0.8448,0.7486,1.9547,0.9852,4.1746,0.1737,0.8707,0.0561,-0.1941,0.5571,0.1552,-2.2199
86264,CARBON ENERGY CORP,2019,0.9687,-0.7031,-0.8102,-0.5035,-0.3309,0.0,0.0,0.0,0.0,0.2502,0.0313,-0.4793
87050,NEONODE INC.,2019,0.9523,-0.9614,-2.4467,-0.878,-1.5504,0.0,0.0,0.0,0.0,0.3088,0.0477,-0.8963
87802,SCIENTIFIC INDUSTRIES INC,2020,0.2363,0.9129,2.817,-0.7599,-0.994,0.0,0.0,0.0,0.0,1.2359,0.7637,3.8111
87802,SCIENTIFIC INDUSTRIES INC,2021,-0.0068,0.6975,1.7935,-0.7739,-1.0451,0.3009,-1.0235,0.2256,-0.0511,1.419,1.0068,2.8387
87802,SCIENTIFIC INDUSTRIES INC,2022,0.439,-0.7034,-0.8109,-0.7528,-0.9692,0.6303,-2.6044,0.074,0.076,1.0592,0.561,0.1582
89089,SERVICE CORP INTERNATIONAL,2019,0.9381,0.7198,1.8609,0.9023,2.7266,0.0,0.0,0.0,0.0,0.3518,0.0619,-0.8657
89089,SERVICE CORP INTERNATIONAL,2020,0.9701,0.8699,2.4989,0.9174,2.8584,0.1492,0.638,0.0323,0.1318,0.2447,0.0299,-0.3595
89089,SERVICE CORP INTERNATIONAL,2021,0.9723,0.967,3.5663,0.9213,2.8968,0.2481,1.0674,0.0195,0.0384,0.2354,0.0277,0.6695
89089,SERVICE CORP INTERNATIONAL,2022,0.9689,0.9607,3.4315,0.9135,2.8221,0.0471,-0.1348,0.0198,-0.0747,0.2494,0.0311,0.6094
91440,SNAP-ON INC,2019,0.1203,0.9125,2.8136,0.06,0.5901,0.0,0.0,0.0,0.0,1.3264,0.8797,2.2235
91440,SNAP-ON INC,2020,0.121,0.9111,2.8013,0.0205,0.5308,0.0108,-0.0123,0.0189,-0.0593,1.3259,0.879,2.2704
91440,SNAP-ON INC,2021,0.0838,0.8803,2.5659,0.111,0.6672,0.0562,-0.2354,0.0408,0.1364,1.3536,0.9162,1.8987
91440,SNAP-ON INC,2022,0.8598,-0.8636,-1.4609,0.06,0.5901,1.612,-4.0268,0.0222,-0.0771,0.5295,0.1402,-2.051
91668,SOLITRON DEVICES INC,2023,0.097,0.8421,2.3425,0.2783,0.9287,0.0,0.0,0.0,0.0,1.3439,0.903,1.4137
91928,SOUTH JERSEY INDUSTRIES INC,2019,0.9892,0.9872,4.2832,0.9855,4.1885,0.0,0.0,0.0,0.0,0.147,0.0108,0.0946
91928,SOUTH JERSEY INDUSTRIES INC,2020,0.9905,0.9783,3.8849,0.9862,4.227,0.1125,-0.3983,0.0264,0.0384,0.1379,0.0095,-0.3421
91928,SOUTH JERSEY INDUSTRIES INC,2021,0.9851,0.9716,3.68,0.9869,4.2643,0.0546,-0.2049,0.0179,0.0374,0.1726,0.0149,-0.5843
93314,VOLITIONRX LTD,2021,0.9968,-0.8369,-1.316,-0.8835,-1.587,0.0,0.0,0.0,0.0,0.0802,0.0032,0.271
93314,VOLITIONRX LTD,2022,0.9942,-0.833,-1.2968,-0.9005,-1.7124,0.0114,0.0192,0.0331,-0.1254,0.1078,0.0058,0.4156
93410,CHEVRON CORP,2021,0.981,0.9855,4.1877,0.9734,3.7298,0.0,0.0,0.0,0.0,0.1947,0.019,0.4579
93410,CHEVRON CORP,2022,0.9543,0.9835,4.0935,0.9702,3.6424,0.0584,-0.0942,0.1083,-0.0874,0.3024,0.0457,0.4511
93556,"STANLEY BLACK & DECKER, INC.",2022,0.9674,0.9808,3.9774,0.9313,3.0016,0.0,0.0,0.0,0.0,0.2555,0.0326,0.9758
95029,STURM RUGER & CO INC,2019,0.2019,0.7588,1.9899,0.7382,1.9197,0.0,0.0,0.0,0.0,1.2634,0.7981,0.0702
95029,STURM RUGER & CO INC,2020,0.9516,0.9684,3.5999,0.977,3.84,1.2585,1.61,0.528,1.9203,0.311,0.0484,-0.2401
95029,STURM RUGER & CO INC,2021,0.8017,0.9784,3.8863,0.9879,4.3251,0.103,0.2864,0.4093,0.4851,0.6298,0.1983,-0.4388
95029,STURM RUGER & CO INC,2022,0.8931,0.9843,4.1299,0.977,3.84,0.6423,0.2436,0.4093,-0.4851,0.4624,0.1069,0.2898
96271,TAMPA ELECTRIC CO,2019,0.428,0.945,3.1742,0.49,1.3041,0.0,0.0,0.0,0.0,1.0696,0.572,1.8702
96271,TAMPA ELECTRIC CO,2020,0.8692,0.9398,3.1049,0.9884,4.3612,0.0188,-0.0694,0.8339,3.0571,0.5115,0.1308,-1.2564
96271,TAMPA ELECTRIC CO,2021,0.9186,0.9601,3.4203,0.9935,4.7933,0.119,0.3155,0.1922,0.4321,0.4034,0.0814,-1.373
96271,TAMPA ELECTRIC CO,2022,0.9251,0.9557,3.3415,0.9927,4.7022,0.0872,-0.0789,0.1001,-0.0911,0.387,0.0749,-1.3607
96536,TAYLOR DEVICES INC,2022,0.3969,-0.9094,-1.7864,0.8955,2.6737,0.0,0.0,0.0,0.0,1.0983,0.6031,-4.4601
96536,TAYLOR DEVICES INC,2023,0.4352,-0.4207,-0.1728,0.9424,3.1388,0.4429,1.6135,0.1319,0.4651,1.0628,0.5648,-3.3116
96869,TEJON RANCH CO,2019,0.9189,0.9601,3.4201,0.965,3.5204,0.0,0.0,0.0,0.0,0.4028,0.0811,-0.1003
96869,TEJON RANCH CO,2020,0.9561,0.9372,3.0718,0.9663,3.55,0.2642,-0.3483,0.0799,0.0296,0.2963,0.0439,-0.4782
96869,TEJON RANCH CO,2021,0.9282,0.9522,3.2829,0.9638,3.4954,0.075,0.2111,0.088,-0.0546,0.3789,0.0718,-0.2125
96885,TEL INSTRUMENT ELECTRONICS CORP,2020,0.8761,-0.9214,-1.8972,-0.8417,-1.3402,0.0,0.0,0.0,0.0,0.4978,0.1239,-0.557
96885,TEL INSTRUMENT ELECTRONICS CORP,2021,0.9573,-0.4852,-0.2946,-0.1361,0.2945,0.5103,1.6026,0.7555,1.6348,0.2921,0.0427,-0.5891
96885,TEL INSTRUMENT ELECTRONICS CORP,2022,0.9678,0.5215,1.3675,0.0637,0.5957,0.3238,1.6621,0.1272,0.3012,0.2536,0.0322,0.7718
96885,TEL INSTRUMENT ELECTRONICS CORP,2023,0.1019,-0.9699,-2.636,-0.023,0.4655,1.4839,-4.0036,0.06,-0.1302,1.3402,0.8981,-3.1016
